,time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
999,2024-09-12T23:27:20.609Z,-8.0941,-77.8491,57.734,4.5,mb,39.0,132.0,3.994,0.51,us,us7000nde8,2024-09-13T03:31:51.040Z,"15 km WSW of Sitabamba, Peru",earthquake,8.94,9.415,0.112,23.0,reviewed,us,us
1002,2024-09-12T22:06:45.684Z,17.8635,119.6665,18.166,4.7,mb,45.0,114.0,5.104,0.58,us,us7000nddg,2024-09-13T01:44:00.040Z,"76 km WNW of Puro Pinget, Philippines",earthquake,9.68,4.352,0.065,71.0,reviewed,us,us
1003,2024-09-12T22:04:17.336Z,31.7488,85.2827,10.0,4.4,mb,42.0,103.0,3.935,0.67,us,us7000nddf,2024-09-13T01:33:26.040Z,"268 km N of Saga, China",earthquake,10.69,1.922,0.102,28.0,reviewed,us,us
1007,2024-09-12T20:28:36.797Z,-22.427,173.4615,50.601,4.6,mb,36.0,133.0,5.564,0.5,us,us7000ndg6,2024-09-27T16:17:41.040Z,southeast of the Loyalty Islands,earthquake,6.67,7.217,0.107,26.0,reviewed,us,us
1009,2024-09-12T19:23:57.195Z,-5.4802,146.951,190.247,4.6,mb,58.0,92.0,3.439,0.6,us,us7000ndcl,2024-09-27T16:05:18.128Z,"132 km ESE of Madang, Papua New Guinea",earthquake,4.68,7.177,0.075,53.0,reviewed,us,us
1010,2024-09-12T18:59:00.531Z,-34.7322,-179.0779,10.0,4.7,mb,27.0,168.0,3.529,1.02,us,us7000ndcj,2024-09-27T15:57:15.040Z,south of the Kermadec Islands,earthquake,10.02,1.938,0.123,20.0,reviewed,us,us
1011,2024-09-12T18:00:45.215Z,-17.8824,-178.523,589.344,4.4,mb,54.0,120.0,3.265,0.92,us,us7000ndc7,2024-09-27T15:49:29.040Z,"229 km E of Levuka, Fiji",earthquake,13.38,8.653,0.072,56.0,reviewed,us,us
1020,2024-09-12T14:28:21.610Z,34.0565,-118.8126667,11.35,4.69,mw,145.0,101.0,0.03238,0.29,ci,ci40731623,2024-10-07T14:38:31.997Z,"6 km N of Malibu, CA",earthquake,0.23,0.34,,6.0,reviewed,ci,ci
1021,2024-09-12T13:59:32.788Z,27.5357,141.8488,44.755,4.7,mb,50.0,102.0,0.53,0.97,us,us7000nda5,2024-09-27T15:44:51.040Z,"Bonin Islands, Japan region",earthquake,8.82,7.828,0.078,50.0,reviewed,us,us
1024,2024-09-12T08:34:33.240Z,6.6837,-74.8171,76.378,4.4,mwr,51.0,61.0,0.86,0.79,us,us7000nd8m,2024-10-03T09:03:53.151Z,"2 km ENE of Yalí, Colombia",earthquake,7.98,9.233,0.089,12.0,reviewed,us,us
1025,2024-09-12T07:39:53.799Z,17.9311,40.0637,10.0,4.9,mb,89.0,112.0,13.924,0.46,us,us7000nd8g,2024-10-03T09:00:19.040Z,"225 km WSW of Bariq, Saudi Arabia",earthquake,5.72,1.861,0.065,73.0,reviewed,us,us
1026,2024-09-12T07:39:28.651Z,17.498,39.8379,10.0,4.4,mb,46.0,249.0,14.281,0.72,us,us7000nd8h,2024-10-03T08:56:39.286Z,"212 km N of Massawa, Eritrea",earthquake,17.01,2.006,0.086,39.0,reviewed,us,us
1028,2024-09-12T06:46:13.194Z,17.8945,40.1074,10.0,4.9,mb,78.0,112.0,13.971,0.65,us,us7000nd8a,2024-10-03T08:50:41.040Z,"224 km WSW of Bariq, Saudi Arabia",earthquake,6.94,1.89,0.069,67.0,reviewed,us,us
1030,2024-09-12T06:20:56.984Z,17.8189,40.1609,10.0,4.7,mb,54.0,186.0,14.057,0.75,us,us7000nd83,2024-10-03T08:44:52.040Z,"222 km W of Ad Darb, Saudi Arabia",earthquake,13.41,1.96,0.086,41.0,reviewed,us,us
1031,2024-09-12T06:20:23.069Z,12.0204,143.8022,10.0,5.1,mb,73.0,86.0,3.734,0.68,us,us7000nd8k,2024-10-07T06:30:31.458Z,"166 km SW of Merizo Village, Guam",earthquake,11.18,1.882,0.074,60.0,reviewed,us,us
1035,2024-09-12T04:09:00.646Z,41.9385,142.3428,66.986,4.4,mb,20.0,105.0,0.612,0.4,us,us7000nd7u,2024-10-05T01:58:13.040Z,"43 km WSW of Urakawa, Japan",earthquake,5.25,7.184,0.162,11.0,reviewed,us,us
1042,2024-09-11T22:31:50.443Z,-21.5303,-179.2063,601.587,4.5,mb,60.0,83.0,3.748,0.81,us,us7000nd6q,2024-10-06T22:43:08.040Z,Fiji region,earthquake,10.91,7.725,0.082,44.0,reviewed,us,us
1043,2024-09-11T21:22:54.284Z,-15.2733,168.1897,10.0,4.4,mb,23.0,158.0,6.43,0.76,us,us7000nd65,2024-10-06T21:40:22.040Z,"113 km ENE of Luganville, Vanuatu",earthquake,12.03,1.932,0.118,21.0,reviewed,us,us
1045,2024-09-11T20:44:48.400Z,-15.265,168.5578,10.0,4.5,mb,21.0,208.0,6.645,0.92,us,us7000nd5w,2024-10-03T16:39:56.040Z,"152 km E of Luganville, Vanuatu",earthquake,14.49,1.949,0.14,17.0,reviewed,us,us
1046,2024-09-11T20:36:25.676Z,-15.263,168.1901,17.258,4.9,mb,49.0,63.0,6.439,0.73,us,us7000nd5u,2024-10-03T16:36:32.040Z,"113 km ENE of Luganville, Vanuatu",earthquake,10.96,3.739,0.086,42.0,reviewed,us,us
1047,2024-09-11T19:52:23.809Z,-15.2249,168.1888,16.108,5.0,mb,51.0,74.0,6.469,0.84,us,us7000nd5k,2024-10-03T16:33:16.040Z,"114 km ENE of Luganville, Vanuatu",earthquake,10.58,3.938,0.078,52.0,reviewed,us,us
1048,2024-09-11T19:22:55.878Z,-15.257,168.0658,18.766,5.8,mww,114.0,26.0,6.376,0.86,us,us7000nd53,2024-10-07T18:34:29.159Z,"101 km ENE of Luganville, Vanuatu",earthquake,10.11,3.422,0.048,42.0,reviewed,us,us
1049,2024-09-11T18:47:00.044Z,-15.3187,167.967,35.646,5.0,mb,67.0,49.0,6.272,0.66,us,us7000nd4v,2024-10-03T16:04:23.040Z,"89 km ENE of Luganville, Vanuatu",earthquake,8.47,5.632,0.073,60.0,reviewed,us,us
1051,2024-09-11T18:17:57.405Z,-15.2867,168.2834,10.0,5.7,mww,154.0,50.0,6.471,1.0,us,us7000nd4s,2024-10-03T16:01:15.120Z,"123 km ENE of Luganville, Vanuatu",earthquake,8.54,1.763,0.056,31.0,reviewed,us,us
1052,2024-09-11T18:01:52.807Z,-8.0279,117.2215,9.974,4.6,mb,42.0,70.0,3.07,0.52,us,us7000nd4r,2024-10-03T15:38:33.702Z,"51 km NW of Pototano, Indonesia",earthquake,8.04,5.272,0.107,26.0,reviewed,us,us
1053,2024-09-11T17:38:17.045Z,18.7518,145.5878,172.645,4.6,mb,93.0,31.0,3.497,1.02,us,us7000nd4k,2024-10-03T15:36:14.040Z,"Pagan region, Northern Mariana Islands",earthquake,10.14,5.759,0.041,174.0,reviewed,us,us
1055,2024-09-11T16:46:05.054Z,-3.2871,146.4088,8.0,6.3,mww,145.0,79.0,1.562,1.21,us,us7000nd4f,2024-10-07T18:31:40.491Z,"168 km SW of Lorengau, Papua New Guinea",earthquake,7.41,1.799,0.047,43.0,reviewed,us,us
1056,2024-09-11T16:12:03.088Z,-27.8454,-179.7557,424.732,4.6,mb,73.0,76.0,2.128,0.81,us,us7000nd3i,2024-10-04T23:58:25.040Z,Kermadec Islands region,earthquake,13.48,5.117,0.065,70.0,reviewed,us,us
1057,2024-09-11T16:04:05.774Z,42.9834,145.4184,47.786,4.4,mb,76.0,176.0,1.932,0.59,us,us7000nd3f,2024-10-04T23:52:40.144Z,"39 km SSW of Nemuro, Japan",earthquake,8.77,6.0,0.071,57.0,reviewed,us,us
1059,2024-09-11T14:40:51.858Z,-28.9415,-69.5019,111.62,4.7,mb,95.0,46.0,1.052,0.61,us,us7000nd32,2024-09-17T11:49:23.040Z,"127 km W of Vinchina, Argentina",earthquake,5.51,2.33,0.043,164.0,reviewed,us,us
1060,2024-09-11T13:41:10.120Z,23.8416,121.6688,45.454,4.5,mwr,71.0,70.0,0.562,0.42,us,us7000nd2t,2024-09-17T09:11:00.040Z,"16 km SSE of Hualien City, Taiwan",earthquake,2.21,5.961,0.073,18.0,reviewed,us,us
1065,2024-09-11T07:28:02.978Z,31.2018,70.571,33.01,5.1,mwb,99.0,51.0,3.341,0.95,us,us7000nd1m,2024-10-08T11:48:59.535Z,"36 km W of Karor, Pakistan",earthquake,7.98,4.53,0.055,32.0,reviewed,us,us
1069,2024-09-11T04:37:58.837Z,-6.3484,146.3879,108.664,4.5,mb,28.0,120.0,3.131,0.33,us,us7000nd0r,2024-09-12T01:16:01.040Z,"58 km E of Kainantu, Papua New Guinea",earthquake,10.04,9.034,0.115,22.0,reviewed,us,us
1072,2024-09-11T04:22:25.965Z,37.8941,22.3535,10.0,4.6,mb,73.0,64.0,0.791,0.81,us,us7000nd0m,2024-09-12T00:00:18.040Z,"24 km NNE of Levídion, Greece",earthquake,4.56,1.861,0.091,36.0,reviewed,us,us
1074,2024-09-11T02:57:02.501Z,-7.8866,118.3419,191.111,4.5,mb,28.0,79.0,3.927,0.75,us,us7000nd0c,2024-09-11T03:27:55.040Z,"73 km N of Dompu, Indonesia",earthquake,10.12,8.578,0.135,16.0,reviewed,us,us
1080,2024-09-11T00:19:58.508Z,-18.1367,-69.4764,117.886,4.8,mb,108.0,125.0,0.2,0.65,us,us7000nczl,2024-10-04T23:25:24.040Z,"65 km SE of Palca, Peru",earthquake,7.83,4.731,0.056,100.0,reviewed,us,us
1082,2024-09-10T23:57:23.138Z,-55.8718,-26.3272,10.0,5.0,mb,36.0,122.0,6.049,1.05,us,us7000ncz7,2024-10-04T23:17:58.040Z,South Sandwich Islands region,earthquake,12.85,1.922,0.096,35.0,reviewed,us,us
1083,2024-09-10T23:50:39.499Z,-55.8397,-26.3233,10.0,5.7,mb,102.0,47.0,6.045,0.97,us,us7000ncz6,2024-10-04T23:17:40.887Z,South Sandwich Islands region,earthquake,10.37,1.852,0.06,99.0,reviewed,us,us
1086,2024-09-10T22:01:21.115Z,-55.8068,-26.2394,10.0,5.1,mb,46.0,68.0,6.086,0.82,us,us7000ncyh,2024-10-04T22:57:52.040Z,South Sandwich Islands region,earthquake,11.37,1.882,0.087,43.0,reviewed,us,us
1087,2024-09-10T21:48:45.181Z,-55.8717,-26.1777,10.0,5.0,mb,31.0,68.0,6.132,0.65,us,us7000ncyc,2024-10-04T22:51:13.040Z,South Sandwich Islands region,earthquake,12.12,1.904,0.106,28.0,reviewed,us,us
1088,2024-09-10T21:39:12.501Z,-55.8493,-26.1325,10.0,5.1,mb,52.0,68.0,6.153,0.71,us,us7000ncy8,2024-10-04T22:47:28.040Z,South Sandwich Islands region,earthquake,11.65,1.891,0.081,49.0,reviewed,us,us
1090,2024-09-10T21:18:56.482Z,-55.8346,-26.1345,10.0,5.0,mb,44.0,68.0,6.149,0.69,us,us7000ncy0,2024-10-04T22:42:41.040Z,South Sandwich Islands region,earthquake,11.97,1.901,0.09,40.0,reviewed,us,us
1092,2024-09-10T21:02:53.818Z,-15.6109,-173.4547,85.297,5.0,mb,212.0,76.0,2.341,0.74,us,us7000ncxz,2024-10-04T22:39:50.040Z,"52 km NE of Hihifo, Tonga",earthquake,7.61,7.185,0.04,196.0,reviewed,us,us
1094,2024-09-10T20:10:41.385Z,59.5723,-30.6443,10.0,4.4,mb,31.0,50.0,6.777,1.04,us,us7000nd1i,2024-10-03T15:31:10.040Z,Reykjanes Ridge,earthquake,7.99,1.892,0.115,22.0,reviewed,us,us
1095,2024-09-10T20:05:27.098Z,5.3829,125.1256,10.0,4.5,mb,48.0,103.0,1.735,0.89,us,us7000ncx9,2024-10-03T15:29:54.040Z,"32 km SW of Balangonan, Philippines",earthquake,8.98,1.885,0.089,37.0,reviewed,us,us
1097,2024-09-10T18:02:13.531Z,-55.8062,-26.0963,10.0,4.7,mb,33.0,68.0,6.165,0.45,us,us7000ncvw,2024-09-25T21:06:06.040Z,South Sandwich Islands region,earthquake,4.08,1.869,0.12,21.0,reviewed,us,us
1103,2024-09-10T13:23:35.000Z,-21.5676,-67.0193,242.155,4.5,mb,33.0,88.0,1.747,0.63,us,usa000p76t,2024-09-10T17:57:07.040Z,"108 km SW of Atocha, Bolivia",earthquake,10.33,11.972,0.124,22.0,reviewed,us,us
1107,2024-09-10T10:02:31.779Z,-7.0097,130.1013,126.123,4.6,mb,54.0,104.0,2.479,1.03,us,us6000nqur,2024-09-10T12:30:29.040Z,"Pulau Pulau Tanimbar, Indonesia",earthquake,8.67,1.774,0.083,43.0,reviewed,us,us
1109,2024-09-10T08:49:40.226Z,-20.1116,-177.8082,552.212,4.4,mb,62.0,64.0,2.657,0.74,us,us6000nqul,2024-09-10T09:17:55.040Z,"286 km WNW of Houma, Tonga",earthquake,6.99,7.63,0.044,151.0,reviewed,us,us
1112,2024-09-10T05:28:16.085Z,13.9592,145.4831,103.958,4.5,mb,29.0,127.0,1.302,0.68,us,us6000nqvb,2024-10-07T02:25:53.071Z,"79 km NE of Yigo Village, Guam",earthquake,12.91,7.994,0.077,55.0,reviewed,us,us
1113,2024-09-10T05:11:06.743Z,-8.6344,124.231,123.872,4.8,mww,74.0,39.0,1.971,0.83,us,us6000nqtv,2024-10-07T02:30:58.040Z,"64 km NNW of Pante Makasar, Timor Leste",earthquake,8.26,6.59,0.103,9.0,reviewed,us,us
1114,2024-09-10T04:59:11.161Z,-30.4529,-177.576,10.0,5.0,mb,48.0,135.0,1.224,0.67,us,us6000nqtr,2024-09-10T22:24:36.040Z,"Kermadec Islands, New Zealand",earthquake,10.17,1.652,0.105,29.0,reviewed,us,us
1115,2024-09-10T04:26:13.867Z,-5.0034,152.0878,95.729,4.6,mb,53.0,124.0,6.558,0.59,us,us6000nqti,2024-09-10T22:12:56.040Z,"75 km SSW of Kokopo, Papua New Guinea",earthquake,14.26,7.381,0.083,44.0,reviewed,us,us
1116,2024-09-10T04:17:53.367Z,-38.4583,178.6393,10.0,4.8,mb,29.0,119.0,0.932,0.78,us,us6000nqtf,2024-09-10T05:04:48.932Z,"55 km ENE of Wainui, New Zealand",earthquake,5.63,1.964,0.121,21.0,reviewed,us,us
1118,2024-09-10T01:27:36.918Z,-55.9917,-28.018,117.636,4.6,mb,29.0,101.0,5.152,0.75,us,us6000nquj,2024-09-10T21:59:07.040Z,South Sandwich Islands region,earthquake,11.03,7.824,0.107,26.0,reviewed,us,us
1119,2024-09-10T00:53:39.171Z,-26.6772,-176.3359,35.0,5.0,mb,89.0,124.0,2.92,0.5,us,us6000nqsx,2024-10-04T04:24:21.040Z,south of the Fiji Islands,earthquake,9.78,1.775,0.067,72.0,reviewed,us,us
1125,2024-09-09T21:01:29.242Z,4.3404,126.7337,48.5,5.1,mww,212.0,72.0,2.944,0.53,us,us6000nqrs,2024-10-03T04:39:23.665Z,"183 km SE of Sarangani, Philippines",earthquake,7.11,5.044,0.086,13.0,reviewed,us,us
1126,2024-09-09T20:11:39.806Z,-53.9899,6.8568,10.0,4.6,mb,22.0,59.0,18.243,0.51,us,us6000nqrm,2024-09-27T15:44:28.040Z,Bouvet Island region,earthquake,13.93,1.909,0.122,20.0,reviewed,us,us
1127,2024-09-09T19:31:28.362Z,17.8073,119.7011,10.0,4.5,mb,53.0,118.0,5.15,0.75,us,us6000nqre,2024-09-27T15:39:23.040Z,"71 km WNW of Puro Pinget, Philippines",earthquake,9.89,1.901,0.082,44.0,reviewed,us,us
1129,2024-09-09T17:37:09.146Z,-6.2802,-107.1062,10.0,5.4,mww,73.0,153.0,17.109,0.66,us,us6000nqqz,2024-09-27T15:34:58.802Z,central East Pacific Rise,earthquake,14.36,1.931,0.06,27.0,reviewed,us,us
1136,2024-09-09T16:28:20.830Z,-6.2441,151.8764,54.272,4.8,mb,65.0,65.0,5.63,0.59,us,us6000nqp4,2024-09-25T21:01:23.040Z,"207 km ESE of Kimbe, Papua New Guinea",earthquake,10.21,4.677,0.056,99.0,reviewed,us,us
1142,2024-09-09T15:02:53.941Z,-29.6808,-176.1815,10.0,5.0,mb,66.0,63.0,1.573,0.74,us,us6000nqni,2024-09-25T16:24:32.040Z,Kermadec Islands region,earthquake,10.51,1.807,0.048,142.0,reviewed,us,us
1143,2024-09-09T13:18:56.607Z,22.4668,121.8421,10.0,4.4,mb,27.0,97.0,0.786,0.7,us,us6000nqml,2024-09-25T16:05:45.040Z,"124 km ENE of Hengchun, Taiwan",earthquake,3.84,1.881,0.169,11.0,reviewed,us,us
1148,2024-09-09T09:13:51.489Z,-21.3588,-173.6318,10.0,4.9,mb,53.0,85.0,1.235,1.44,us,us6000nqlk,2024-09-09T11:34:48.040Z,"137 km E of ‘Ohonua, Tonga",earthquake,7.36,1.832,0.072,88.0,reviewed,us,us
1149,2024-09-09T09:13:11.822Z,-5.9732,146.618,52.28,4.6,mb,50.0,95.0,3.451,1.01,us,us6000nqlj,2024-09-09T12:23:21.040Z,"90 km ENE of Kainantu, Papua New Guinea",earthquake,7.79,4.931,0.072,57.0,reviewed,us,us
1150,2024-09-09T08:50:03.767Z,-35.8127,179.7648,64.161,4.8,mb,38.0,124.0,2.103,0.55,us,us6000nqli,2024-09-09T10:31:33.040Z,"237 km NNE of Hicks Bay, New Zealand",earthquake,8.74,6.021,0.113,24.0,reviewed,us,us
1153,2024-09-09T07:17:37.044Z,40.3493,141.0873,108.233,4.5,mb,102.0,121.0,0.44,0.79,us,us6000nql1,2024-09-09T15:17:06.040Z,"22 km NW of Ichinohe, Japan",earthquake,8.28,6.654,0.038,205.0,reviewed,us,us
1154,2024-09-09T06:47:23.404Z,29.2589,130.3063,17.568,4.8,mb,67.0,102.0,2.246,0.56,us,us6000nqku,2024-09-09T09:11:20.040Z,"109 km S of Yudomari, Japan",earthquake,8.31,4.714,0.056,99.0,reviewed,us,us
1155,2024-09-09T06:08:44.743Z,-22.5001,69.2208,10.0,5.0,mb,59.0,45.0,6.106,0.94,us,us6000nqks,2024-09-09T09:27:28.176Z,Mid-Indian Ridge,earthquake,9.03,1.855,0.073,59.0,reviewed,us,us
1165,2024-09-08T23:15:32.438Z,-4.1123,142.9635,66.504,5.0,mww,130.0,49.0,2.759,0.68,us,us6000nqja,2024-10-02T00:28:49.604Z,"19 km NE of Ambunti, Papua New Guinea",earthquake,7.81,5.25,0.11,8.0,reviewed,us,us
1170,2024-09-08T21:13:08.839Z,-56.6158,-27.2342,144.374,5.1,mb,134.0,39.0,5.761,0.49,us,us6000nqim,2024-10-01T04:55:13.040Z,South Sandwich Islands region,earthquake,10.56,4.411,0.061,88.0,reviewed,us,us
1174,2024-09-08T19:28:00.317Z,11.0118,125.7808,41.792,4.9,mww,98.0,42.0,3.922,0.86,us,us6000nqi6,2024-09-21T15:50:00.274Z,"6 km ESE of Guiuan, Philippines",earthquake,8.05,6.343,0.083,14.0,reviewed,us,us
1178,2024-09-08T15:46:04.370Z,-35.1913,-74.0854,15.601,4.5,mb,25.0,105.0,2.25,0.56,us,us6000nqhc,2024-09-21T20:51:55.040Z,"153 km W of Constitución, Chile",earthquake,6.51,3.735,0.156,12.0,reviewed,us,us
1179,2024-09-08T14:53:24.791Z,-10.808,166.25,191.245,5.0,mww,94.0,29.0,6.353,0.68,us,us6000nqh7,2024-09-21T20:50:20.040Z,"50 km E of Lata, Solomon Islands",earthquake,8.66,2.663,0.098,10.0,reviewed,us,us
1182,2024-09-08T12:04:10.319Z,-20.3226,-69.3924,111.26,4.4,mb,30.0,67.0,0.288,1.03,us,us6000nqgi,2024-09-28T05:08:58.122Z,"27 km E of La Tirana, Chile",earthquake,4.66,4.416,0.068,62.0,reviewed,us,us
1184,2024-09-08T11:03:20.272Z,5.7937,126.2706,116.058,4.5,mb,49.0,107.0,1.442,0.8,us,us6000nqgd,2024-09-28T05:17:10.040Z,"63 km S of Pondaguitan, Philippines",earthquake,9.36,7.068,0.057,93.0,reviewed,us,us
1186,2024-09-08T10:17:12.356Z,54.3135,161.7581,54.035,4.9,mb,98.0,130.0,2.256,0.61,us,us6000nqg6,2024-09-28T05:41:42.040Z,"197 km SE of Atlasovo, Russia",earthquake,10.8,6.828,0.024,569.0,reviewed,us,us
1187,2024-09-08T10:06:25.471Z,8.9875,125.3014,64.036,4.7,mb,34.0,121.0,1.925,0.47,us,us6000nqg3,2024-09-28T05:47:48.113Z,"0 km E of Carmen, Philippines",earthquake,8.96,7.845,0.092,36.0,reviewed,us,us
1191,2024-09-08T07:40:46.485Z,-27.8217,-67.387,116.572,4.8,mb,56.0,45.0,2.674,0.95,us,us6000nqfn,2024-10-03T06:00:39.040Z,"27 km WSW of Londres, Argentina",earthquake,8.47,7.172,0.039,199.0,reviewed,us,us
1193,2024-09-08T06:23:45.811Z,-20.9414,-68.835,110.782,4.7,mb,49.0,73.0,0.85,1.2,us,us6000nqfe,2024-10-03T05:53:58.078Z,"68 km WNW of Ollagüe, Chile",earthquake,6.94,5.56,0.039,200.0,reviewed,us,us
1194,2024-09-08T05:29:00.560Z,-22.075,169.7349,10.0,5.4,mww,55.0,112.0,2.185,0.98,us,us6000nqf8,2024-10-03T05:58:22.280Z,"200 km ESE of Tadine, New Caledonia",earthquake,5.6,1.858,0.061,26.0,reviewed,us,us
1196,2024-09-08T05:01:40.450Z,-7.3916,156.1867,35.938,5.3,mww,108.0,24.0,4.24,0.75,us,us6000nqf4,2024-10-03T05:33:16.581Z,"106 km NW of Gizo, Solomon Islands",earthquake,6.73,5.041,0.083,14.0,reviewed,us,us
1197,2024-09-08T04:22:23.669Z,-32.8942,-179.2489,50.36,5.2,mb,49.0,77.0,3.796,1.03,us,us6000nqeu,2024-10-02T01:00:01.040Z,south of the Kermadec Islands,earthquake,12.62,6.034,0.045,163.0,reviewed,us,us
1199,2024-09-08T02:44:59.157Z,-12.4,166.6643,35.0,5.1,mb,60.0,154.0,7.222,0.92,us,us6000nqej,2024-10-02T00:09:38.040Z,"189 km NNW of Sola, Vanuatu",earthquake,10.95,1.9,0.079,52.0,reviewed,us,us
1202,2024-09-08T02:08:19.678Z,39.938,143.0596,40.869,4.6,mb,57.0,151.0,1.745,0.63,us,us6000nqe8,2024-10-01T23:52:25.040Z,"101 km ENE of Miyako, Japan",earthquake,8.94,8.101,0.08,46.0,reviewed,us,us
1203,2024-09-08T01:41:53.492Z,37.4864,142.1066,42.019,4.7,mb,59.0,135.0,3.259,0.85,us,us6000nqe1,2024-10-01T23:50:02.040Z,"97 km E of Namie, Japan",earthquake,7.86,7.322,0.038,214.0,reviewed,us,us
